date, pm25, pm10, o3, no2, so2, co
2024/1/25, 82, 56, 37, 12, 2, 4
2024/1/26, 115, 60, 37, 11, 1, 4
2024/1/27, 132, 62, 41, 11, 1, 5
2024/1/28, 147, 44, 32, 13, , 4
2024/1/29, 108, 35, 34, 13, , 5
2024/1/30, 88, 44, 35, 18, , 5
2024/1/31, 99, 33, 28, 12, , 4
2024/2/1, 69, 26, 25, 7, , 3
2024/2/2, 58, 18, 36, 3, , 2
2024/2/3, 44, 20, 23, 6, , 4
2024/2/4, 56, 22, 28, 4, , 3
2024/2/5, 65, 20, 36, 2, , 3
2024/2/6, 56, 10, 24, 2, , 4
2024/2/7, 31, 16, 24, 1, , 3
2024/2/8, 45, 36, 30, 1, 1, 6
2024/2/9, 98, 89, 40, 2, 2, 5
2024/2/10, 175, 42, 41, 2, 1, 2
2024/2/11, 103, 41, 46, 1, , 2
2024/2/12, 81, 49, 46, 4, 1, 3
2024/2/13, 99, 48, 40, 6, 1, 3
2024/2/14, 107, 36, 32, 7, , 3
2024/2/15, 72, 28, 35, 1, , 4
2024/2/16, 54, 29, 44, 2, 1, 3
2024/2/17, 66, 36, 34, 5, , 4
2024/2/18, 87, 34, 22, 6, , 3
2024/2/19, 67, 21, 20, 3, 1, 2
2024/2/20, 57, 15, 19, 1, , 3
2024/2/21, 35, 24, 17, 4, , 4
2024/2/22, 53, 21, 24, 3, , 4
2024/2/23, 52, 23, 37, 2, , 4
2024/2/24, 63, 37, 17, 4, 1, 5
2024/2/25, 90, 37, 31, 3, , 5
2024/2/26, 82, 28, 37, 4, 1, 4
2024/2/27, 67, 38, 35, 6, 1, 4
2024/2/28, 80, 56, 27, 9, , 5
2024/2/29, 121, 10, 26, 4, , 5
2024/3/1, 33, 30, 31, 4, 1, 4
2024/3/2, 63, 40, 40, 7, 1, 4
2024/3/3, 80, 49, 24, 14, 1, 5
2024/3/4, 94, 51, 26, 14, , 6
2024/3/5, 102, 27, 25, 6, , 5
2024/3/6, 63, 37, 46, 5, , 4
2024/3/7, 68, 60, 61, 5, 1, 4
2024/3/8, 97, 65, 47, 7, 1, 4
2024/3/9, 113, 57, 35, 12, 1, 5
2024/3/10, 119, 41, 6, 19, , 8
2024/3/11, 99, 35, 48, 12, , 4
2024/3/12, 68, 71, 55, 8, 1, 3
2024/3/13, 106, 66, 36, 16, 1, 5
2024/3/14, 113, 54, 29, 13, 1, 5
2024/3/15, 111, 59, 19, 15, 1, 7
2024/3/16, 127, 56, 37, 13, 1, 7
2024/3/17, 117, 44, 44, 5, 1, 4
2024/3/18, 68, 54, 49, 8, 1, 4
2024/3/19, 82, 59, 67, 5, 1, 4
2024/3/20, 75, 53, 53, 6, 1, 3
2024/3/21, 58, 72, 34, 17, 2, 5
2024/3/22, 100, 63, 27, 14, 2, 6
2024/3/23, 113, 24, 22, 4, 1, 4
2024/3/24, 47, 25, 23, 3, 1, 4
2024/3/25, 54, 42, 45, 7, 1, 4
2024/3/26, 71, 42, 67, 5, 1, 4
2024/3/27, 68, 43, 42, 9, 9, 14
2024/3/28, 83, 40, 42, 12, 1, 6
2024/3/29, 93, 37, 37, 9, 1, 5
2024/3/30, 99, 22, 13, 5, , 4
2024/3/31, 66, 31, 24, 10, 1, 5
2023/10/1, 61, 36, 51, 2, , 1
2023/10/2, 59, 33, 55, 2, , 1
2023/10/3, 62, 49, 62, 6, 1, 2
2023/10/4, 83, 29, 37, 2, 1, 2
2023/10/5, 54, 21, 31, 2, 1, 1
2023/10/6, 34, 25, 25, 4, 1, 2
2023/10/7, 53, 19, 25, 5, 1, 2
2023/10/8, 48, 22, 30, 6, 1, 2
2023/10/9, 50, 21, 33, 5, 1, 3
2023/10/10, 48, 32, 42, 4, , 3
2023/10/11, 72, 28, 45, 3, , 3
2023/10/12, 57, 24, 32, 3, 1, 2
2023/10/13, 54, 34, 42, 3, 1, 2
2023/10/14, 70, 45, 54, 4, 1, 4
2023/10/15, 94, 44, 57, 4, 1, 3
2023/10/16, 90, 50, 67, 4, 1, 3
2023/10/17, 91, 48, 46, 4, 1, 4
2023/10/18, 91, 59, 38, 11, 1, 5
2023/10/19, 133, 35, 43, 7, 5, 9
2023/10/20, 88, 29, 36, 4, 1, 3
2023/10/21, 54, 24, 31, 3, , 2
2023/10/22, 50, 26, 35, 3, , 2
2023/10/23, 51, 26, 36, 3, , 2
2023/10/24, 57, 36, 44, 5, 1, 3
2023/10/25, 72, 24, 36, 3, 1, 2
2023/10/26, 53, 35, 24, 6, 1, 3
2023/10/27, 79, 26, 37, 3, , 2
2023/10/28, 61, 33, 45, 2, , 3
2023/10/29, 60, 34, 47, 4, 1, 3
2023/10/30, 65, 28, 39, 2, , 2
2023/10/31, 48, 27, 37, 2, , 2
2023/11/1, 47, 28, 35, 4, , 2
2023/11/2, 55, 38, 50, 5, 1, 3
2023/11/3, 82, 37, 57, 7, 1, 4
2023/11/4, 86, 47, 67, 7, 2, 4
2023/11/5, 111, 44, 59, 7, 1, 5
2023/11/6, 104, 40, 41, 4, 1, 4
2023/11/7, 61, 43, 47, 4, 1, 3
2023/11/8, 65, 51, 59, 10, 1, 4
2023/11/9, 92, , , , , 
2023/11/13, 58, 31, 30, 6, 1, 3
2023/11/14, 59, 26, , 5, , 3
2023/11/15, 54, 29, 23, 4, , 4
2023/11/16, 51, 56, , 7, 1, 3
2023/11/17, 85, 60, 39, 6, 1, 2
2023/11/18, 75, 48, 44, 4, 1, 2
2023/11/19, 66, 45, 45, 7, 1, 3
2023/11/20, 73, 37, 41, 8, 1, 3
2023/11/21, 68, 32, 38, 7, 1, 3
2023/11/22, 62, 45, 49, 11, 1, 3
2023/11/23, 88, 62, 72, 6, 1, 4
2023/11/24, 102, 41, 34, 2, , 
2023/11/25, 55, 26, 37, 3, , 3
2023/11/26, 48, 50, 47, 9, 1, 5
2023/11/27, 90, 53, 54, 5, 1, 4
2023/11/28, 92, 53, 44, 5, , 5
2023/11/29, 82, 57, 45, 10, 1, 5
2023/11/30, 105, 45, 29, 5, 1, 4
2023/12/1, 84, 39, 34, 5, 1, 3
2023/12/2, 71, 28, 29, 4, 1, 2
2023/12/3, 62, 27, 20, 8, , 3
2023/12/4, 63, 39, 29, 7, 1, 4
2023/12/5, 81, 34, 17, 14, 1, 4
2023/12/6, 63, 40, 44, 12, 1, 4
2023/12/7, 71, 53, 42, 10, 1, 4
2023/12/8, 92, 57, 46, 16, 1, 5
2023/12/9, 117, 52, 50, 12, 2, 5
2023/12/10, 113, 47, 37, 14, 2, 5
2023/12/11, 109, 33, 16, 8, , 4
2023/12/12, 74, 26, 24, 6, 1, 4
2023/12/13, 57, 38, 34, 9, 1, 4
2023/12/14, 80, 35, 13, 10, 1, 4
2023/12/15, 85, 15, 6, 8, , 5
2023/12/16, 39, 27, 17, 3, , 2
2023/12/17, 52, 24, 17, 4, , 2
2023/12/18, 52, 28, 16, 6, , 3
2023/12/19, 61, 15, 8, 4, 1, 3
2023/12/20, 34, 27, 16, 4, , 3
2023/12/21, 55, 51, 28, 3, 1, 3
2023/12/22, 91, 26, 26, 3, , 2
2023/12/23, 57, 29, 29, 5, , 2
2023/12/24, 62, 49, 35, 4, 1, 2
2023/12/25, 74, 48, 36, 6, 1, 3
2023/12/26, 82, 49, 33, 12, 1, 4
2023/12/27, 96, 45, 26, 11, 1, 4
2023/12/28, 84, 33, 38, 6, 8, 15
2023/12/29, 68, 57, 27, 17, 1, 5
2023/12/30, 123, 65, 41, 18, 1, 5
2023/12/31, 135, 65, 36, 6, 1, 5
2023/7/1, 18, 11, 20, 2, , 1
2023/7/2, 20, 14, 20, 1, , 1
2023/7/3, 21, 13, 26, 1, , 1
2023/7/4, 16, 20, 36, 1, , 1
2023/7/5, 36, 28, 36, 2, , 2
2023/7/6, 42, 27, 24, 1, , 1
2023/7/7, 55, 34, 27, 2, , 2
2023/7/8, 68, 33, 35, 4, 1, 2
2023/7/9, 66, 27, 36, 6, 1, 3
2023/7/10, 53, 14, 23, 3, 1, 2
2023/7/11, 27, 11, 25, 2, , 1
2023/7/12, 19, 20, 28, 4, 1, 2
2023/7/13, 29, 32, 75, 8, 1, 3
2023/7/14, 60, 29, 60, 4, 1, 3
2023/7/15, 55, 22, 31, 3, , 2
2023/7/16, 38, 19, 26, 4, , 2
2023/7/17, 29, 15, 21, 5, , 2
2023/7/18, 20, 13, 18, 3, , 2
2023/7/19, 22, 15, 22, 5, 1, 3
2023/7/20, 32, 15, 14, 4, , 2
2023/7/21, 30, 13, 14, 3, 1, 1
2023/7/22, 20, 12, 12, 4, 1, 1
2023/7/23, 16, 16, 24, 5, 1, 2
2023/7/24, 23, 28, 25, 4, , 1
2023/7/25, 35, 33, 17, 2, , 1
2023/7/26, 31, 24, 20, 1, , 
2023/7/27, 35, 12, 15, , , 
2023/7/28, 26, 14, 16, 3, , 2
2023/7/29, 25, 17, 16, 5, , 1
2023/7/30, 27, 29, 25, 7, , 2
2023/7/31, 57, 26, 31, 7, 1, 2
2023/8/1, 59, 32, 27, 9, 1, 3
2023/8/2, 63, 38, 15, 8, 1, 3
2023/8/3, 67, 45, 38, 7, 1, 4
2023/8/4, 96, 34, 42, 5, , 2
2023/8/5, 66, 39, 48, 6, , 3
2023/8/6, 70, 40, 38, 7, 1, 3
2023/8/7, 69, 37, 28, 11, , 3
2023/8/8, 61, 33, 40, 11, 1, 4
2023/8/9, 60, 21, 36, 7, , 2
2023/8/10, 39, 20, 23, 8, , 3
2023/8/11, 43, 25, 21, 6, 1, 1
2023/8/12, 57, 17, 22, 3, , 1
2023/8/13, 53, 22, 27, 3, , 1
2023/8/14, 49, 28, 29, 5, , 1
2023/8/15, 58, 35, 30, 9, , 2
2023/8/16, 66, 20, 35, 9, 1, 2
2023/8/17, 40, 21, 36, 4, , 1
2023/8/18, 64, 30, 42, 7, 1, 1
2023/8/19, 62, 9, 29, 8, , 1
2023/8/20, 20, 21, 22, 8, , 1
2023/8/21, 32, 19, 29, 7, , 1
2023/8/22, 27, 24, 18, 9, , 1
2023/8/23, 36, 23, 32, 10, 1, 2
2023/8/24, 34, 20, 13, 6, 1, 1
2023/8/25, 30, 27, 24, 6, 1, 1
2023/8/26, 40, 22, 28, 4, , 1
2023/8/27, 43, 25, 21, 5, 1, 2
2023/8/28, 50, 22, 21, 5, , 1
2023/8/29, 48, 24, 16, 3, , 1
2023/8/30, 40, 21, 18, , , 1
2023/8/31, 30, 16, 19, 1, , 2
2023/9/1, 27, 17, 26, 1, , 1
2023/9/2, 36, 13, 20, , , 1
2023/9/3, 21, 8, 16, 2, , 1
2023/9/4, 13, 12, 23, 1, , 1
2023/9/5, 22, 12, 23, 1, , 1
2023/9/6, 20, 20, 32, 1, , 2
2023/9/7, 44, 22, 27, 2, , 1
2023/9/8, 47, 26, 38, 2, , 2
2023/9/9, 35, 25, 39, 4, , 2
2023/9/10, 34, 23, 41, 5, 1, 1
2023/9/11, 35, 22, 34, 4, 1, 2
2023/9/12, 36, 21, 37, 3, , 1
2023/9/13, 42, 18, 26, 6, , 1
2023/9/14, 29, 17, 25, 6, 1, 1
2023/9/15, 29, 36, 22, 7, 1, 1
2023/9/16, 54, 37, 37, 11, 2, 2
2023/9/17, 65, 14, 20, 7, , 1
2023/9/18, 21, 16, 27, 4, 1, 1
2023/9/19, 39, 23, 34, 8, 2, 2
2023/9/20, 57, 27, 34, 7, 2, 2
2023/9/21, 70, 27, 31, 3, 1, 1
2023/9/22, 58, 24, 27, 1, 1, 1
2023/9/23, 44, 23, 27, 2, , 1
2023/9/24, 43, 23, 35, 3, , 1
2023/9/25, 50, 26, 34, 4, , 1
2023/9/26, 54, 29, 31, 3, , 1
2023/9/27, 53, 30, 36, 4, , 1
2023/9/28, 58, 27, 29, 2, , 1
2023/9/29, 58, 23, 43, 2, , 1
2023/9/30, 60, 31, 43, 3, 1, 2
2023/4/1, 86, 32, 41, 8, 1, 4
2023/4/2, 82, 36, 43, 6, 1, 3
2023/4/3, 69, 43, 32, 7, 1, 3
2023/4/4, 71, 39, 26, 7, , 2
2023/4/5, 59, 40, 17, 10, 1, 5
2023/4/6, 74, 15, 37, 7, 1, 5
2023/4/7, 31, 52, 56, 6, 1, 4
2023/4/8, 82, 29, 53, 3, 1, 2
2023/4/9, 44, 41, 40, 10, 1, 2
2023/4/10, 64, 43, 35, 10, 1, 4
2023/4/11, 77, 54, 46, 12, 1, 4
2023/4/12, 101, 79, 43, 7, 2, 4
2023/4/13, 104, 62, 33, 7, 1, 4
2023/4/14, 92, 46, 54, 11, 1, 4
2023/4/15, 100, 37, 48, 7, 1, 3
2023/4/16, 76, 34, 36, 3, , 2
2023/4/17, 74, 25, 19, 6, , 1
2023/4/18, 60, 19, 30, 5, 1, 2
2023/4/19, 50, 26, 41, 6, , 3
2023/4/20, 61, 21, 35, 4, , 1
2023/4/21, 44, 46, 46, 3, , 1
2023/4/22, 68, 62, 36, 3, , 2
2023/4/23, 93, 57, 30, 2, , 1
2023/4/24, 99, 39, 34, 4, , 2
2023/4/25, 86, 26, 25, 4, , 2
2023/4/26, 68, 38, 39, 3, , 2
2023/4/27, 73, 51, 41, 7, , 3
2023/4/28, 109, 35, 31, 11, , 4
2023/4/29, 81, 37, 43, 3, , 3
2023/4/30, 57, 53, 66, 4, , 6
2023/5/1, 66, 45, 56, 3, , 2
2023/5/2, 65, 40, 51, 6, , 3
2023/5/3, 89, 18, 20, 2, , 2
2023/5/4, 21, 20, 21, 1, , 1
2023/5/5, 20, 19, 22, 2, , 2
2023/5/6, 45, 11, 36, 2, , 2
2023/5/7, 34, 20, 42, 3, , 2
2023/5/8, 29, 34, 55, 3, , 2
2023/5/9, 59, 31, 59, 5, 1, 1
2023/5/10, 62, 43, 48, 6, 1, 1
2023/5/11, 76, 49, 45, 7, 1, 2
2023/5/12, 84, 42, 44, 4, , 3
2023/5/13, 96, 41, 50, 8, 1, 3
2023/5/14, 94, 50, 64, 8, 1, 4
2023/5/15, 116, 28, 40, 7, , 2
2023/5/16, 64, 16, 33, 1, , 1
2023/5/17, 43, 29, 24, 5, , 1
2023/5/18, 76, 41, 39, 8, , 2
2023/5/19, 84, 27, 40, 2, , 1
2023/5/20, 52, 19, 25, 2, , 1
2023/5/21, 49, 19, 25, 3, , 1
2023/5/22, 45, 48, 41, 3, , 1
2023/5/23, 45, 61, 50, 7, 1, 1
2023/5/24, 80, 63, 51, 4, 1, 2
2023/5/25, 102, 49, 43, 1, , 1
2023/5/26, 84, 43, 50, 1, , 2
2023/5/27, 89, 29, 38, 3, 1, 1
2023/5/28, 33, 25, 31, 4, , 1
2023/5/29, 34, 29, 34, 3, , 1
2023/5/30, 31, 28, 33, 2, , 1
2023/5/31, 39, 35, 39, 7, 1, 2
2023/6/1, 67, 33, 40, 5, , 2
2023/6/2, 79, 33, 54, 2, , 2
2023/6/3, 74, 35, 54, 3, , 2
2023/6/4, 57, 26, 31, 2, , 2
2023/6/5, 56, 18, 19, 2, , 1
2023/6/6, 32, 24, 18, 1, , 2
2023/6/7, 55, 24, 22, 2, , 2
2023/6/8, 63, 16, 20, 5, , 2
2023/6/9, 34, 8, 13, 4, , 2
2023/6/10, 19, 20, 48, 4, 1, 2
2023/6/11, 52, 17, 33, 2, 1, 2
2023/6/12, 33, 26, 53, 5, , 2
2023/6/13, 46, 32, 39, 6, , 3
2023/6/14, 72, 26, 55, 4, , 4
2023/6/15, 56, 13, 33, 3, , 2
2023/6/16, 28, 13, 15, 3, , 1
2023/6/17, 22, 24, 19, 1, 1, 1
2023/6/18, 59, 16, 18, , 1, 
2023/6/19, 26, 22, 32, 1, 1, 1
2023/6/20, 39, 24, 33, 1, , 2
2023/6/21, 49, 27, 32, 3, , 2
2023/6/22, 40, 12, 12, 2, , 1
2023/6/23, 13, 12, 11, 1, , 1
2023/6/24, 26, 13, 12, 1, 1, 1
2023/6/25, 26, 16, 19, 1, , 1
2023/6/26, 7, 19, 14, 2, , 1
2023/6/27, 14, 18, 31, 4, , 2
2023/6/28, 28, 11, 14, 2, , 2
2023/6/29, 21, 10, 18, 1, , 1
2023/6/30, 30, 7, 18, 1, 1, 1
2023/1/2, 60, 33, 29, 11, , 4
2023/1/3, 76, 23, 34, 8, , 3
2023/1/4, 47, 25, 32, 10, , 4
2023/1/5, 58, 31, 36, 12, 1, 4
2023/1/6, 74, 43, 44, 11, 1, 4
2023/1/7, 77, 52, 46, 12, , 5
2023/1/8, 85, 37, 22, 22, 1, 6
2023/1/9, 88, 17, 26, 13, , 4
2023/1/10, 47, 23, 20, 14, , 5
2023/1/11, 56, 36, 16, 19, , 6
2023/1/12, 80, 26, 16, 19, , 5
2023/1/13, 64, 27, 10, 22, , 7
2023/1/14, 76, 10, 19, 9, , 6
2023/1/15, 13, 19, 18, 7, 1, 5
2023/1/16, 36, 29, 30, 8, , 6
2023/1/17, 70, 41, 31, 8, 1, 7
2023/1/18, 94, 36, 44, 7, , 6
2023/1/19, 82, 43, 39, 6, , 5
2023/1/20, 83, 48, 35, 5, , 4
2023/1/21, 87, 65, 12, 11, , 6
2023/1/22, 165, 28, 32, 5, , 4
2023/1/23, 87, 19, 32, 3, , 5
2023/1/24, 46, 41, 30, 2, 1, 4
2023/1/25, 73, 22, 32, 4, , 4
2023/1/26, 64, 40, 35, 5, , 5
2023/1/27, 92, 51, 40, 4, 1, 5
2023/1/28, 77, 41, 42, 5, 1, 5
2023/1/29, 70, 44, 44, 7, 1, 5
2023/1/30, 92, 40, 44, 10, 1, 6
2023/1/31, 83, 44, 37, 15, 1, 6
2023/2/1, 113, 51, 49, 10, 1, 6
2023/2/2, 93, 39, 38, 9, 1, 6
2023/2/3, 70, 25, 26, 11, , 5
2023/2/4, 66, 12, 24, 11, , 5
2023/2/5, 42, 24, 25, 15, , 7
2023/2/6, 77, 26, 35, 13, , 7
2023/2/7, 68, 16, 30, 12, , 5
2023/2/8, 46, 23, 26, 15, , 4
2023/2/9, 66, 23, 23, 19, 1, 4
2023/2/10, 67, 20, 18, 16, 1, 2
2023/2/11, 54, 48, 18, 24, 1, 2
2023/2/12, 97, 38, 29, 18, 1, 2
2023/2/13, 74, 22, 40, 11, 26, 5
2023/2/14, 50, 48, 34, 12, 1, 1
2023/2/15, 89, 40, 38, 10, 1, 1
2023/2/16, 62, 46, 37, 15, 1, 1
2023/2/17, 74, 55, 49, 20, 1, 1
2023/2/18, 125, 68, 47, 20, 1, 3
2023/2/19, 152, 76, 42, 14, 1, 3
2023/2/20, 161, 37, 35, 11, 1, 1
2023/2/21, 54, 34, 34, 13, 1, 2
2023/2/22, 59, 46, 44, 19, 2, 2
2023/2/23, 89, 54, 43, 17, 2, 3
2023/2/24, 111, 58, 48, 12, 1, 3
2023/2/25, 103, 48, 39, 12, 1, 2
2023/2/26, 92, 34, 39, 11, 1, 1
2023/2/27, 51, 42, 41, 17, 1, 2
2023/2/28, 76, 47, 38, 19, 2, 3
2023/3/1, 109, 60, 55, 13, 2, 4
2023/3/2, 112, 51, 51, 12, 2, 2
2023/3/3, 83, 59, 59, 20, 2, 3
2023/3/4, 110, 49, 56, 13, 2, 3
2023/3/5, 72, 53, 53, 17, 2, 2
2023/3/6, 76, 48, 47, 16, 1, 2
2023/3/7, 79, 55, 47, 22, 2, 3
2023/3/8, 116, 55, 56, 23, 2, 4
2023/3/9, 106, 51, 50, 21, 1, 3
2023/3/10, 97, 53, 50, 15, 2, 2
2023/3/11, 94, 57, 43, 16, 2, 2
2023/3/12, 121, 59, 42, 7, , 1
2023/3/13, 72, 47, 42, 10, 2, 1
2023/3/14, 70, 48, 45, 15, 2, 1
2023/3/15, 99, 53, 47, 13, 1, 1
2023/3/16, 92, 33, 33, 8, 1, 1
2023/3/17, 66, 40, 31, 9, , 1
2023/3/18, 85, 30, 41, 8, 1, 1
2023/3/19, 59, 43, 35, 12, 1, 1
2023/3/20, 87, 40, 31, 12, 1, 1
2023/3/21, 81, 25, 19, 5, , 1
2023/3/22, 47, 29, 17, 5, , 1
2023/3/23, 54, 36, 24, 14, , 3
2023/3/24, 78, 17, 23, 11, , 2
2023/3/25, 38, 19, 24, 8, , 4
2023/3/26, 57, 33, 30, 8, 1, 2
2023/3/27, 53, 40, 39, 8, 1, 3
2023/3/28, 76, 32, 21, 15, , 3
2023/3/29, 79, 27, 37, 9, 1, 4
2023/3/30, 77, 28, 38, 10, 1, 4
2023/3/31, 70, 24, 37, 8, , 3
2022/10/1, 66, 30, 42, 3, 1, 2
2022/10/2, 64, 30, 42, 5, 1, 3
2022/10/3, 61, 28, 45, 3, 1, 3
2022/10/4, 60, 23, 32, 3, , 3
2022/10/5, 40, 26, 38, 4, 1, 3
2022/10/6, 31, 23, 43, 5, , 3
2022/10/7, 40, 28, 45, 7, , 3
2022/10/8, 64, 31, 56, 7, 1, 3
2022/10/9, 49, 29, 44, 6, , 3
2022/10/10, 43, 44, 56, 8, 1, 1
2022/10/11, 49, 39, 43, 7, 1, 1
2022/10/12, 58, 37, 51, 7, 1, 1
2022/10/13, 61, 39, 51, 7, 1, 1
2022/10/14, 69, 41, 41, 8, 1, 1
2022/10/15, 69, 22, 24, 4, , 1
2022/10/16, 50, 22, 38, 5, 1, 1
2022/10/17, 22, 39, 39, 8, 1, 2
2022/10/18, 38, 40, 39, 6, 1, 1
2022/10/19, 47, 35, 42, 6, , 1
2022/10/20, 49, 40, 43, 7, 1, 1
2022/10/21, 53, 36, 30, 11, 1, 2
2022/10/22, 62, 39, 52, 7, 1, 1
2022/10/23, 81, 52, 50, 6, 1, 2
2022/10/24, 75, 41, 43, 5, 1, 1
2022/10/25, 52, 33, 43, 6, , 1
2022/10/26, 47, 33, 41, 7, 1, 1
2022/10/27, 57, 25, 30, 6, , 1
2022/10/28, 58, 26, 38, 5, , 1
2022/10/29, 39, 31, 38, 5, , 1
2022/10/30, 51, 25, 34, 4, , 1
2022/10/31, 45, 14, 31, 4, , 1
2022/11/1, 29, 20, 33, 5, 1, 1
2022/11/2, 37, 23, 30, 11, , 3
2022/11/3, 54, 22, 33, 9, 1, 2
2022/11/4, 37, 27, 46, 7, 1, 2
2022/11/5, 36, 32, 38, 8, 1, 3
2022/11/6, 55, 25, 26, 9, , 2
2022/11/7, 55, 31, 31, 10, 1, 2
2022/11/8, 51, 31, 35, 11, 1, 2
2022/11/9, 49, 30, 36, 8, 1, 4
2022/11/10, 65, 26, 35, 10, 1, 3
2022/11/11, 42, 34, 35, 12, 1, 3
2022/11/12, 67, 37, 42, 11, 1, 4
2022/11/13, 71, 36, 54, 5, 1, 4
2022/11/14, 45, 38, 43, 7, 1, 4
2022/11/15, 56, 29, 26, 8, 1, 5
2022/11/16, 35, 29, 41, 7, 1, 4
2022/11/17, 48, 30, 49, 7, 1, 4
2022/11/18, 45, 34, 49, 9, 1, 3
2022/11/19, 40, 42, 46, 8, 2, 4
2022/11/20, 79, 35, 48, 6, 1, 4
2022/11/21, 53, 32, 28, 9, , 4
2022/11/22, 68, 13, 31, 6, , 4
2022/11/23, 35, 12, 30, 6, , 4
2022/11/24, 18, 16, 35, 13, 27, 18
2022/11/25, 52, 22, 37, 12, , 4
2022/11/26, 59, 37, 48, 11, 1, 4
2022/11/27, 64, 51, 24, 18, , 5
2022/11/28, 109, 35, 23, 14, 1, 4
2022/11/29, 66, 14, 20, 8, , 3
2022/11/30, 10, 13, 20, 8, , 2
2022/12/1, 24, 11, 17, 6, , 3
2022/12/2, 21, 26, 37, 9, 1, 4
2022/12/3, 59, 35, 20, 14, 1, 4
2022/12/4, 70, 22, 21, 9, 1, 4
2022/12/5, 39, 21, 26, 7, 1, 3
2022/12/6, 43, 22, 29, 7, , 3
2022/12/7, 44, 31, 33, 9, 1, 4
2022/12/8, 64, 41, 40, 12, 1, 4
2022/12/9, 71, 32, 29, 12, 1, 4
2022/12/10, 57, 43, 28, 10, 1, 5
2022/12/11, 78, 32, 26, 9, 1, 5
2022/12/12, 65, 37, 28, 9, 1, 4
2022/12/13, 72, 15, 29, 6, , 4
2022/12/14, 29, 8, 25, 9, , 4
2022/12/15, 24, 16, 21, 14, , 4
2022/12/16, 52, 13, 19, 9, , 4
2022/12/17, 26, 30, 31, 8, 1, 4
2022/12/18, 32, 36, 34, 10, 1, 4
2022/12/19, 61, 35, 30, 13, , 4
2022/12/20, 66, 40, 34, 18, 1, 5
2022/12/21, 81, 44, 40, 14, 1, 4
2022/12/22, 71, 56, 43, 12, 1, 5
2022/12/23, 87, 43, 41, 10, 1, 4
2022/12/24, 59, 42, 46, 10, 1, 5
2022/12/25, 71, 41, 42, 11, 1, 5
2022/12/26, 80, 47, 42, 12, 1, 6
2022/12/27, 92, 40, 36, 10, 1, 6
2022/12/28, 82, 32, 35, 9, 1, 7
2022/12/29, 77, 24, 30, 9, , 7
2022/12/30, 62, 25, 32, 8, , 6
2022/12/31, 53, 22, 33, 7, , 4
2023/1/1, 48, 23, 30, 8, 1, 4
2022/7/1, 42, 12, 22, 2, 1, 3
2022/7/2, 22, 20, 13, , 1, 1
2022/7/3, 20, 19, 18, 1, 1, 1
2022/7/4, 31, 17, 14, 1, 1, 1
2022/7/5, 28, 9, 14, 1, 1, 1
2022/7/6, 16, 10, 15, 2, 2, 2
2022/7/7, 22, 13, 13, 2, 1, 1
2022/7/8, 28, 11, 12, 2, 2, 1
2022/7/9, 17, 11, 15, 3, 1, 1
2022/7/10, 20, 14, 18, 3, 2, 1
2022/7/11, 26, 13, 19, 4, 2, 1
2022/7/12, 26, 19, 31, 5, 3, 2
2022/7/13, 37, 33, 53, 9, 2, 2
2022/7/14, 55, 42, 45, 10, 2, 3
2022/7/15, 73, 36, 49, 9, 1, 3
2022/7/16, 66, 30, 42, 5, 2, 2
2022/7/17, 57, 29, 30, 3, 1, 1
2022/7/18, 50, 19, 18, 4, 2, 2
2022/7/19, 33, 10, 16, 3, 1, 2
2022/7/20, 28, 22, 33, 5, 1, 2
2022/7/21, 45, 36, 50, 8, 2, 4
2022/7/22, 67, 37, 58, 7, 1, 3
2022/7/23, 74, 39, 62, 9, 1, 2
2022/7/24, 79, 33, 45, 7, , 1
2022/7/25, 69, 20, 32, 5, 1, 1
2022/7/26, 53, 30, 40, 9, 1, 2
2022/7/27, 54, 37, 55, 12, 2, 3
2022/7/28, 77, 26, 49, 9, 1, 1
2022/7/29, 62, 49, 78, 14, 2, 3
2022/7/30, 87, 38, 60, 10, 2, 3
2022/7/31, 74, 47, 60, 11, 3, 3
2022/8/1, 85, 35, 39, 10, 1, 2
2022/8/2, 73, 10, 18, 6, , 1
2022/8/3, 32, 10, 10, 5, , 2
2022/8/4, 16, 7, 15, 5, , 2
2022/8/5, 22, 18, 29, 5, 1, 3
2022/8/6, 29, 19, 24, 8, , 2
2022/8/7, 32, 26, 48, 11, 3, 3
2022/8/8, 54, 27, 56, 6, 1, 2
2022/8/9, 50, 11, 24, 1, , 1
2022/8/10, 36, 13, 24, 2, 1, 2
2022/8/11, 27, 20, 29, 3, 1, 2
2022/8/12, 28, 19, 33, 2, 1, 3
2022/8/13, 39, 17, 37, 4, 2, 2
2022/8/14, 42, 16, 36, 5, 2, 2
2022/8/15, 35, 9, 20, 1, 1, 2
2022/8/16, 24, 11, 24, 2, , 2
2022/8/17, 19, 7, 22, 3, 1, 3
2022/8/18, 17, 13, 22, 4, 4, 5
2022/8/19, 16, 11, 24, 2, 1, 2
2022/8/20, 23, 25, 41, 4, 1, 2
2022/8/21, 41, 30, 67, 6, 2, 2
2022/8/22, 60, 30, 42, 6, 2, 3
2022/8/23, 59, 32, 37, 4, 1, 2
2022/8/24, 55, 17, 21, 1, 1, 1
2022/8/25, 31, 22, 34, 3, 1, 2
2022/8/26, 34, 45, 122, 6, 2, 5
2022/8/27, 97, 33, 56, 5, 1, 3
