date, pm25, pm10, o3, no2, so2, co
2017/5/14, 100, 32, 40, 11, 2, 5
2017/5/15, 79, 15, 35, 11, 1, 5
2017/5/16, 45, 41, 48, 12, 6, 6
2017/5/17, 91, 36, 52, 9, 2, 5
2017/5/18, 72, 36, 53, 10, 1, 5
2017/5/19, 70, 35, 48, 14, 5, 6
2017/5/20, 85, 28, 46, 9, 2, 6
2017/5/21, 57, 28, 45, 9, 2, 5
2017/5/22, 61, 26, 39, 10, 5, 5
2017/5/23, 65, 43, 38, 16, 8, 7
2017/5/24, 98, 30, 49, 8, 1, 5
2017/5/25, 71, 44, 47, 11, 4, 5
2017/5/26, 87, 37, 62, 10, 2, 4
2017/5/27, 73, 46, 60, 9, 3, 5
2017/5/28, 93, 28, 49, 8, 2, 4
2017/5/29, 59, 25, 43, 7, 3, 4
2017/5/30, 59, 40, 36, 10, 4, 5
2017/5/31, 87, 47, 34, 10, 3, 3
2017/6/1, 90, 21, 30, 9, 2, 4
2017/6/2, 43, 26, 33, 16, 2, 6
2017/6/3, 66, 21, 32, 8, 2, 6
2017/6/4, 59, 31, 41, 12, 2, 6
2017/6/5, 80, 43, 38, 10, 2, 6
2017/6/6, 105, 26, 29, 12, 6, 5
2017/6/7, 65, 31, 38, 7, 2, 5
2017/6/8, 71, 32, 41, 10, 5, 5
2017/6/9, 84, 28, 38, 7, 3, 4
2017/6/10, 65, 2, 22, 8, 4, 3
2017/6/11, 9, 1, 22, 8, 5, 3
2017/6/12, 6, 9, 21, 7, 2, 3
2017/6/13, 11, 21, 25, 14, 5, 5
2017/6/14, 54, 15, 32, 14, 1, 5
2017/6/15, 47, 28, 30, 16, 2, 5
2017/6/16, 73, 18, 27, 14, 1, 5
2017/6/17, 50, 9, 30, 13, 1, 4
2017/6/18, 30, 29, 28, 12, 3, 4
2017/6/19, 76, 18, 22, 8, 3, 3
2017/6/20, 44, 18, 20, 6, 2, 3
2017/6/21, 45, 23, 21, 5, 2, 3
2017/6/22, 55, 24, 26, 6, 3, 3
2017/6/23, 59, 28, 26, 6, 3, 3
2017/6/24, 61, 29, 28, 6, 3, 3
2017/6/25, 62, 33, 29, 9, 3, 3
2017/6/26, 67, 48, 30, 14, 7, 4
2017/6/27, 90, 45, 39, 12, 4, 3
2017/6/28, 92, 28, 31, 12, 7, 3
2017/6/29, 61, 31, 22, 12, 5, 4
2017/6/30, 64, 13, 20, 7, 3, 3
2017/1/2, 151, 73, 38, 25, 10, 8
2017/1/3, 146, 87, 37, 32, 19, 8
2017/1/4, 160, 84, 38, 29, 16, 7
2017/1/5, 159, 74, 27, 28, 8, 6
2017/1/6, 149, 68, 27, 30, 13, 7
2017/1/7, 149, 70, 33, 23, 12, 8
2017/1/8, 141, 56, 34, 11, 4, 7
2017/1/9, 112, 56, 47, 10, 3, 7
2017/1/10, 126, 64, 35, 14, 3, 8
2017/1/11, 145, 59, 24, 19, 5, 8
2017/1/12, 123, 35, 19, 17, 1, 7
2017/1/13, 83, 49, 31, 12, 4, 6
2017/1/14, 110, 42, 34, 12, 3, 5
2017/1/15, 90, 34, 31, 11, 2, 5
2017/1/16, 69, 37, 31, 14, 2, 5
2017/1/17, 76, 57, 21, 29, 5, 6
2017/1/18, 120, 50, 21, 17, 2, 5
2017/1/19, 119, 41, 24, 12, 1, 6
2017/1/20, 91, 55, 35, 9, 3, 5
2017/1/21, 105, 58, 40, 12, 3, 5
2017/1/22, 119, 57, 40, 7, 4, 5
2017/1/23, 106, 38, 37, 7, 2, 3
2017/1/24, 75, 29, 35, 7, 1, 3
2017/1/25, 70, 38, 38, 6, 1, 3
2017/1/26, 85, 47, , 10, 6, 4
2017/1/27, 109, 60, 36, 9, 6, 4
2017/1/28, 138, 56, 33, 20, 6, 5
2017/1/29, 137, 42, 28, 13, 4, 7
2017/1/30, 110, 35, 27, 7, 1, 5
2017/1/31, 86, 34, 33, 8, 2, 5
2017/2/1, 84, 36, 43, 7, 1, 4
2017/2/2, 88, 36, 30, 11, 3, 4
2017/2/3, 86, 53, 32, 19, 7, 5
2017/2/4, 119, 53, 30, 14, 4, 5
2017/2/5, 116, 52, 39, 8, 3, 6
2017/2/6, 119, 48, 39, 7, 1, 4
2017/2/7, 99, 50, 35, 15, 5, 4
2017/2/8, 99, 35, 36, 12, 3, 6
2017/2/9, 84, 53, 34, 9, 3, 5
2017/2/10, 135, 61, 45, 8, 5, 5
2017/2/11, 144, 49, 51, 10, 5, 4
2017/2/12, 103, 51, 48, 17, 6, 4
2017/2/13, 106, 38, 59, 13, 4, 4
2017/2/14, 78, 43, 51, 18, 8, 4
2017/2/15, 93, 61, 45, 30, 14, 6
2017/2/16, 136, 71, 44, 33, 17, 8
2017/2/17, 155, 75, 65, 16, 4, 6
2017/2/18, 158, 61, 70, 16, 6, 5
2017/2/19, 139, 61, 65, 32, 6, 6
2017/2/20, 150, 37, 45, 11, 3, 4
2017/2/21, 81, 30, 30, 26, 6, 5
2017/2/22, 82, 32, 18, 21, 4, 7
2017/2/23, 76, 34, 23, 18, 2, 6
2017/2/24, 85, 33, 19, 22, 3, 6
2017/2/25, 88, 37, 34, 16, 4, 5
2017/2/26, 87, 57, 72, 12, 6, 5
2017/2/27, 131, 69, 78, 21, 11, 6
2017/2/28, 151, 99, 87, 34, 15, 8
2017/3/1, 180, 67, 80, 22, 7, 6
2017/3/2, 112, 55, 77, 10, 3, 5
2017/3/3, 94, 71, 44, 36, 11, 6
2017/3/4, 135, 61, 38, 35, 12, 6
2017/3/5, 123, 52, 45, 18, 4, 6
2017/3/6, 102, 68, 44, 20, 4, 7
2017/3/7, 154, 68, 43, 25, 10, 8
2017/3/8, 152, 73, 65, 24, 8, 7
2017/3/9, 146, 27, 46, 23, 1, 5
2017/3/10, 70, 32, 50, 22, 6, 5
2017/3/11, 74, 45, 46, 24, 8, 5
2017/3/12, 99, 58, 41, 27, 9, 6
2017/3/13, 127, 28, 42, 11, 2, 5
2017/3/14, 65, 47, 47, 12, 4, 4
2017/3/15, 80, 45, 39, 27, 3, 5
2017/3/16, 94, 55, 28, 26, 4, 6
2017/3/17, 111, 58, 31, 27, 9, 5
2017/3/18, 123, 42, 34, 18, 4, 5
2017/3/19, 98, 55, 43, 28, 10, 5
2017/3/20, 122, 59, 47, 23, 6, 6
2017/3/21, 117, 48, 42, 24, 3, 6
2017/3/22, 95, 53, 46, 23, 4, 7
2017/3/23, 124, 37, 74, 10, 3, 5
2017/3/24, 72, 44, 53, 20, 3, 6
2017/3/25, 88, 48, 32, 21, 4, 6
2017/3/26, 74, 67, 71, 22, 10, 7
2017/3/27, 110, 69, 78, 24, 11, 7
2017/3/28, 122, 71, 83, 29, 10, 7
2017/3/29, 146, 72, 63, 32, 12, 6
2017/3/30, 138, 60, 45, 32, 13, 6
2017/3/31, 119, 40, 70, 8, 2, 5
2016/10/1, 88, 23, 34, 11, 4, 3
2016/10/2, 58, 38, 42, 12, 7, 4
2016/10/3, 81, 36, 57, 14, 6, 5
2016/10/4, 81, 40, 60, 9, 4, 6
2016/10/5, 87, 23, 44, 7, 1, 4
2016/10/6, 60, 23, 37, 6, 2, 4
2016/10/7, 53, 22, 37, 13, 3, 5
2016/10/8, 59, 16, 35, 8, 1, 4
2016/10/9, 53, 11, 33, 13, 1, 4
2016/10/10, 44, 19, 34, 20, 4, 5
2016/10/11, 51, 21, 33, 13, 2, 5
2016/10/12, 50, 34, 44, 13, 3, 6
2016/10/13, 70, 42, 52, 13, 3, 5
2016/10/14, 83, 27, 39, 15, 2, 4
2016/10/15, 62, 16, 32, 8, 1, 4
2016/10/16, 45, 23, 28, 9, 2, 4
2016/10/17, 52, 15, 29, 13, 2, 5
2016/10/18, 44, 18, 27, 16, 13, 5
2016/10/19, 46, 22, 21, 9, 1, 5
2016/10/20, 49, 31, 19, 9, 3, 5
2016/10/21, 52, 29, 21, 5, 1, 5
2016/10/22, 60, 45, 32, 14, 7, 7
2016/10/23, 98, 32, 26, 15, 3, 6
2016/10/24, 67, 57, 35, 17, 9, 7
2016/10/25, 121, 46, 40, 15, 9, 5
2016/10/26, 98, 65, 44, 17, 11, 6
2016/10/27, 139, 70, 48, 11, 6, 5
2016/10/28, 158, 48, 37, 8, 2, 5
2016/10/29, 87, 26, 28, 7, 1, 4
2016/10/30, 55, 35, 36, 8, 2, 4
2016/10/31, 64, 44, 43, 7, 2, 5
2016/11/1, 69, 29, 35, 7, 1, 4
2016/11/2, 50, 31, 30, 8, 2, 3
2016/11/3, 57, 45, 38, 9, 2, 4
2016/11/4, 83, 63, 44, 20, 11, 6
2016/11/5, 117, 67, 39, 20, 11, 6
2016/11/6, 127, 52, 37, 16, 9, 5
2016/11/7, 101, 47, 42, 10, 5, 5
2016/11/8, 95, 34, 32, 9, 2, 5
2016/11/9, 58, 30, 27, 15, 4, 6
2016/11/10, 67, 39, 37, 16, 4, 6
2016/11/11, 74, 65, 39, 21, 11, 6
2016/11/12, 122, 82, 73, 18, 15, 8
2016/11/13, 156, 102, 58, 23, 14, 9
2016/11/14, 182, 87, 41, 20, 6, 8
2016/11/15, 165, 61, 41, 10, 4, 6
2016/11/16, 115, 54, 37, 14, 5, 5
2016/11/17, 101, 69, 42, 20, 9, 6
2016/11/18, 131, 80, , 25, 13, 8
2016/11/19, 145, 50, 24, 20, 5, 5
2016/11/20, 104, 27, 20, 20, 3, 5
2016/11/21, 71, 51, 19, 19, 10, 7
2016/11/22, 110, 17, 21, 11, 1, 4
2016/11/23, 36, 29, 20, 12, 2, 4
2016/11/24, 51, 22, 20, 14, 2, 5
2016/11/25, 55, 36, 15, 22, 7, 7
2016/11/26, 83, 23, 14, 16, 2, 7
2016/11/27, 46, 37, 31, 9, 2, 5
2016/11/28, 65, 55, 28, 12, 1, 4
2016/11/29, 86, 53, 24, 22, 17, 5
2016/11/30, 97, 54, 20, 20, 7, 5
2016/12/1, 103, 46, 27, 11, 2, 4
2016/12/2, 92, 74, 31, 14, 4, 4
2016/12/3, 90, 62, 30, 21, 12, 6
2016/12/4, 127, 67, 33, 18, 6, 6
2016/12/5, 135, 87, 33, 16, 6, 7
2016/12/6, 163, 67, 41, 14, 5, 6
2016/12/7, 131, 61, 41, 17, 5, 5
2016/12/8, 120, 78, 39, 26, 13, 7
2016/12/9, 139, 73, 40, 19, 10, 6
2016/12/10, 141, 50, 30, 12, 2, 5
2016/12/11, 89, 56, 29, 21, 10, 6
2016/12/12, 118, 80, 41, 23, 10, 7
2016/12/13, 149, 60, 28, 17, 5, 7
2016/12/14, 112, 54, 18, 16, 3, 6
2016/12/15, 102, 57, 29, 12, 4, 4
2016/12/16, 105, 58, 31, 20, 7, 5
2016/12/17, 115, 61, 33, 25, 15, 5
2016/12/18, 126, 73, 37, 25, 14, 6
2016/12/19, 141, 84, 32, 33, 18, 8
2016/12/20, 147, 92, 21, 36, 22, 10
2016/12/21, 168, 34, 15, 23, 6, 7
2016/12/22, 90, 49, 34, 12, 4, 7
2016/12/23, 93, 54, 35, 12, 3, 6
2016/12/24, 105, 60, 28, 29, 11, 7
2016/12/25, 138, 62, 26, 22, 16, 7
2016/12/26, 133, 37, 29, 19, 6, 7
2016/12/27, 75, 37, 26, 13, 2, 6
2016/12/28, 74, 46, 33, 14, 4, 5
2016/12/29, 84, 53, 33, 14, 3, 6
2016/12/30, 108, 59, 30, 24, 7, 7
2016/12/31, 114, , , , , 
2016/8/1, 54, 25, 32, 5, 2, 2
2016/8/2, 45, 18, 29, 8, 3, 4
2016/8/3, 31, 28, 36, 7, 7, 5
2016/8/4, 55, 48, 51, 23, 10, 6
2016/8/5, 97, 64, 62, 19, 15, 8
2016/8/6, 134, 56, 68, 14, 9, 7
2016/8/7, 138, 47, 55, 23, 14, 7
2016/8/8, 102, 32, 41, 21, 7, 4
2016/8/9, 73, 37, 41, 11, 5, 4
2016/8/10, 86, 35, 30, 19, 7, 5
2016/8/11, 79, 12, 35, 4, 2, 4
2016/8/12, 38, 14, 30, 9, 2, 5
2016/8/13, 42, 17, 41, 6, 2, 5
2016/8/14, 39, 20, 36, 6, 2, 5
2016/8/15, 49, 13, 36, 5, 1, 4
2016/8/16, 31, 12, 31, 5, 1, 3
2016/8/17, 26, 13, 28, 6, 2, 4
2016/8/18, 29, 31, 27, 16, 5, 5
2016/8/19, 62, 46, 43, 17, 8, 6
2016/8/20, 87, 65, 91, 15, 9, 7
2016/8/21, 136, 57, 75, 17, 9, 6
2016/8/22, 124, 45, 59, 15, 11, 4
2016/8/23, 98, 42, 68, 16, 6, 4
2016/8/24, 90, 48, 50, 21, 10, 5
2016/8/25, 106, 38, 46, 16, 5, 5
2016/8/26, 87, 45, 61, 17, 15, 8
2016/8/27, 102, 36, 46, 10, 4, 7
2016/8/28, 86, 44, 72, 7, 3, 7
2016/8/29, 86, 51, 77, 14, 7, 7
2016/8/30, 97, 67, 64, 17, 14, 9
2016/8/31, 139, 51, 61, 8, 6, 5
2016/9/1, 120, 31, 48, 14, 6, 5
2016/9/2, 77, 37, 56, 9, 3, 6
2016/9/3, 84, 46, 61, 8, 3, 6
2016/9/4, 102, 43, 47, 12, 4, 6
2016/9/5, 91, 29, 46, 10, 2, 6
2016/9/6, 67, 28, 39, 11, 5, 6
2016/9/7, 68, 39, 45, 13, 7, 7
2016/9/8, 95, 35, 48, 13, 3, 5
2016/9/9, 91, 29, 42, 14, 3, 5
2016/9/10, 79, 19, 37, 11, 4, 4
2016/9/11, 51, 28, 45, 13, 5, 5
2016/9/12, 70, 24, 57, 10, 3, 5
2016/9/13, 60, 20, 36, 4, 1, 4
2016/9/14, 37, 19, 37, 3, , 5
2016/9/15, 45, 18, 37, 12, 2, 6
2016/9/16, 58, 41, 51, 16, 10, 8
2016/9/17, 100, 24, 42, 19, 8, 7
2016/9/18, 67, 34, 57, 12, 4, 7
2016/9/19, 79, 42, 64, 7, 1, 7
2016/9/20, 89, 37, 64, 6, 1, 7
2016/9/21, 76, 36, 57, 9, 2, 8
2016/9/22, 76, 34, 59, 7, 2, 5
2016/9/23, 71, 36, 58, 7, 2, 3
2016/9/24, 78, 46, 65, 9, 2, 4
2016/9/25, 99, 50, 65, 14, 4, 4
2016/9/26, 102, 29, 49, 7, 1, 3
2016/9/27, 58, 19, 41, 2, 1, 4
2016/9/28, 54, 35, 49, 11, 3, 6
2016/9/29, 88, 27, 41, 16, 3, 4
2016/9/30, 67, 38, 44, 17, 8, 4
2016/4/1, 156, 60, 36, 14, 5, 7
2016/4/2, 145, 74, 30, 15, 7, 8
2016/4/3, 157, 67, 23, 16, 7, 8
2016/4/4, 148, 42, 27, 6, 2, 7
2016/4/5, 96, 41, 24, 9, 4, 6
2016/4/6, 84, 39, 21, 7, 5, 6
2016/4/7, 79, 38, 21, 10, 6, 6
2016/4/8, 87, 35, 24, 12, 4, 4
2016/4/9, 82, 36, 28, 22, 6, 5
2016/4/10, 76, 35, 39, 13, 5, 5
2016/4/11, 77, 45, 45, 20, 12, 4
2016/4/12, 91, 32, 38, 25, 6, 5
2016/4/13, 83, 56, 37, 26, 8, 6
2016/4/14, 115, 67, 66, 22, 4, 6
2016/4/15, 154, 53, 44, 17, 6, 6
2016/4/16, 120, 56, 36, 21, 5, 8
2016/4/17, 118, 36, 48, 13, 3, 7
2016/4/18, 81, 41, 77, 10, 3, 5
2016/4/19, 78, 57, 66, 23, 11, 5
2016/4/20, 119, 72, 38, 30, 13, 6
2016/4/21, 147, , 19, , , 
2016/1/4, 144, 59, 28, 26, 7, 5
2016/1/5, 95, 28, 29, 15, 5, 6
2016/1/6, 62, 38, 32, 8, 3, 6
2016/1/7, 75, 57, 37, 11, 4, 8
2016/1/8, 116, 51, 35, 8, 3, 8
2016/1/9, 106, 67, 25, 19, 6, 9
2016/1/10, 135, 26, 26, 13, 1, 7
2016/1/11, 70, 38, 28, 9, 3, 5
2016/1/12, 78, 43, 34, 9, 2, 5
2016/1/13, 84, 51, 37, 9, 3, 6
2016/1/14, 105, 54, 23, 15, 2, 8
2016/1/15, 130, 57, 28, 17, 3, 7
2016/1/16, 126, 55, 20, 15, 4, 8
2016/1/17, 127, 32, 39, 7, 2, 6
2016/1/18, 72, 66, 40, 8, 2, 6
2016/1/19, 138, 46, 30, 10, 1, 6
2016/1/20, 111, 29, 25, 15, 1, 6
2016/1/21, 74, 18, 22, 12, 1, 4
2016/1/22, 49, 16, 22, 10, 1, 5
2016/1/23, 46, 31, 27, 6, 2, 4
2016/1/24, 64, 23, 34, 6, 2, 3
2016/1/25, 32, 48, 27, 17, 6, 3
2016/1/26, 74, 36, 22, 20, 8, 4
2016/1/27, 79, 23, 17, 21, 5, 4
2016/1/28, 67, 23, 22, 26, 3, 3
2016/1/29, 70, 37, 43, 17, 3, 2
2016/1/30, 90, 39, 28, 9, 1, 2
2016/1/31, 89, 21, 24, 10, , 3
2016/2/1, 64, 23, 26, 9, 1, 6
2016/2/2, 58, 30, 24, 10, 1, 6
2016/2/3, 67, 35, 31, 9, 1, 4
2016/2/4, 80, 39, 26, 10, 1, 5
2016/2/5, 92, 36, 35, 8, 2, 5
2016/2/6, 83, 55, 41, 5, 4, 6
2016/2/7, 114, 68, 37, 11, 8, 5
2016/2/8, 136, 46, 37, 13, 9, 4
2016/2/9, 92, 41, 32, 14, 4, 4
2016/2/10, 80, 47, 27, 15, 4, 5
2016/2/11, 112, 42, 21, 15, 4, 4
2016/2/12, 95, 28, 18, 11, 1, 3
2016/2/13, 82, 25, 19, 9, , 5
2016/2/14, 75, 24, 23, 6, 1, 5
2016/2/15, 66, 32, 32, 6, 2, 4
2016/2/16, 76, 29, 27, 10, 2, 3
2016/2/17, 64, 30, 34, 9, 2, 3
2016/2/18, 65, 39, 28, 14, 4, 4
2016/2/19, 93, 55, 35, 12, 2, 5
2016/2/20, 123, 84, 32, 7, 2, 5
2016/2/21, 121, 76, 31, 15, 5, 6
2016/2/22, 122, 30, 26, 9, , 6
2016/2/23, 74, 25, 28, 6, 1, 4
2016/2/24, 54, 53, , 7, 1, 3
2016/2/25, 89, 40, , 9, 1, 3
2016/2/26, 69, 37, 30, 13, 2, 4
2016/2/27, 74, 53, 36, 20, 6, 5
2016/2/28, 103, 80, 35, 14, 4, 5
2016/2/29, 141, 67, 39, 5, 2, 4
2016/3/1, 141, 45, 39, 8, 2, 3
2016/3/2, 97, 55, 36, 14, 6, 5
2016/3/3, 112, 70, 37, 19, 9, 6
2016/3/4, 139, 71, 47, 22, 9, 6
2016/3/5, 141, 44, 35, 21, 9, 6
2016/3/6, 111, 27, 27, 11, 3, 4
2016/3/7, 77, 37, 19, 19, 7, 6
2016/3/8, 98, 42, 23, 13, 3, 7
2016/3/9, 99, 8, 25, 11, 2, 5
2016/3/10, 26, 21, 26, 9, 3, 5
2016/3/11, 58, 34, 28, 15, 2, 7
2016/3/12, 83, 29, 26, 19, 5, 10
2016/3/13, 79, 23, 36, 7, 2, 6
2016/3/14, 61, 39, 36, 9, 2, 5
2016/3/15, 92, 53, 34, 20, 7, 8
2016/3/16, 139, 36, 18, 20, 6, 8
2016/3/17, 92, 43, 15, 17, 6, 11
2016/3/18, 107, 48, 53, 13, 10, 12
2016/3/19, 123, 47, 60, 14, 3, 8
2016/3/20, 120, 32, 64, 13, 2, 6
2016/3/21, 81, 39, 45, 19, 8, 7
2016/3/22, 99, 22, 37, 11, 3, 6
2016/3/23, 66, 24, 36, 9, 3, 4
2016/3/24, 68, 26, 51, 7, 4, 3
2016/3/25, 70, 37, 45, 6, 4, 4
2016/3/26, 87, 57, 41, 8, 6, 5
2016/3/27, 125, 63, 46, 7, 3, 3
2016/3/28, 146, 85, 41, 20, 13, 4
2016/3/29, 163, 108, 46, 27, 14, 5
2016/3/30, 186, 79, 38, 13, 7, 4
2016/3/31, 165, 71, 39, 8, 3, 7
2015/10/2, 101, 39, 36, 12, 3, 7
2015/10/3, 82, 36, 38, 13, 3, 6
2015/10/4, 69, 36, 38, 13, 3, 6
2015/10/5, 68, 39, 35, 11, 3, 6
2015/10/6, 77, 40, 32, 9, 4, 6
2015/10/7, 74, 29, 37, 12, 4, 6
2015/10/8, 67, 32, 33, 16, 3, 7
2015/10/9, 64, 34, 33, 15, 2, 6
2015/10/10, 72, 50, 33, 13, 4, 6
2015/10/11, 95, 59, 30, 10, 5, 6
2015/10/12, 114, 66, 45, 8, 5, 5
2015/10/13, 133, 66, 49, 7, 5, 5
2015/10/14, 145, 60, 49, 9, 4, 5
2015/10/15, 123, 56, 46, 13, 5, 5
2015/10/16, 104, 51, 37, 8, 3, 4
2015/10/17, 90, 46, 37, 7, 2, 4
2015/10/18, 81, 38, 35, 9, 2, 3
2015/10/19, 72, 31, 31, 8, 1, 4
2015/10/20, 61, 32, 26, 8, 3, 4
2015/10/21, 60, 40, 28, 10, 3, 3
2015/10/22, 73, 50, 30, 14, 6, 4
2015/10/23, 95, 59, 34, 16, 10, 6
2015/10/24, 107, 45, 34, 8, 3, 4
2015/10/25, 81, 47, 35, 9, 3, 4
2015/10/26, 92, 57, 39, 14, 9, 5
2015/10/27, 119, 55, 33, 7, 3, 7
2015/10/28, 121, 71, 33, 10, 8, 7
2015/10/29, 148, 64, 43, 11, 9, 6
2015/10/30, 125, 32, 34, 6, 1, 3
2015/10/31, 63, 28, 20, 6, 1, 3
2015/11/1, 61, 41, 18, 8, 2, 5
2015/11/2, 74, 50, 17, 5, 1, 5
2015/11/3, 107, 42, 23, 9, 3, 5
2015/11/4, 90, 40, 22, 9, 5, 5
2015/11/5, 82, 44, 24, 9, 4, 5
2015/11/6, 88, 52, 24, 11, 6, 5
2015/11/7, 107, 63, 31, 11, 5, 5
2015/11/8, 133, 49, 25, 8, 2, 7
2015/11/9, 108, 44, 24, 6, 2, 9
2015/11/10, 91, 37, 25, 5, 1, 5
2015/11/11, 82, 27, 22, 7, , 4
2015/11/12, 62, 53, 19, 8, 4, 6
2015/11/13, 118, 52, 27, 6, 3, 5
2015/11/14, 114, 42, 25, 5, 2, 5
2015/11/15, 81, 46, 26, 7, 2, 6
2015/11/16, 88, 37, 26, 7, 2, 5
2015/11/17, 87, 42, 24, 11, 5, 5
2015/11/18, 93, 45, 21, 5, 1, 6
2015/11/19, 86, 56, 28, 8, 2, 6
2015/11/20, 105, 43, 29, 8, 1, 5
2015/11/21, 84, 32, 19, 7, 1, 5
2015/11/22, 65, 39, 22, 6, 1, 4
2015/11/23, 67, 41, 26, 5, 1, 5
2015/11/24, 70, 48, 30, 9, 2, 5
2015/11/25, 86, 25, 37, 7, 1, 4
2015/11/26, 49, 44, 29, 6, 3, 3
2015/11/27, 71, 59, 31, 13, 7, 5
2015/11/28, 114, 61, 34, 13, 9, 6
2015/11/29, 119, 53, 35, 9, 3, 5
2015/11/30, 102, 43, 33, 9, 2, 4
2015/12/1, 77, 63, 31, 11, 7, 5
2015/12/2, 120, 42, 37, 9, 2, 5
2015/12/3, 77, 56, 28, 8, 2, 4
2015/12/4, 85, 45, 26, 9, 2, 4
2015/12/5, 81, 21, 23, 11, 2, 5
2015/12/6, 43, 34, 21, 9, 2, 5
2015/12/7, 69, 32, 23, 8, 2, 4
2015/12/8, 67, 18, 28, 14, 1, 4
2015/12/9, 52, 24, 24, 13, 4, 4
2015/12/10, 64, 47, 29, 14, 5, 6
2015/12/11, 91, 50, 34, 10, 3, 6
2015/12/12, 101, 53, 32, 10, 3, 6
2015/12/13, 108, 55, 32, 13, 4, 6
2015/12/14, 113, 49, 37, 12, 3, 7
2015/12/15, 102, 59, 26, 9, 3, 7
2015/12/16, 131, 50, 38, 7, 4, 4
2015/12/17, 96, 44, 35, 9, 2, 4
2015/12/18, 82, 48, 28, 14, 4, 4
2015/12/19, 87, 61, 32, 19, 11, 6
2015/12/20, 120, 68, 23, 17, 9, 7
2015/12/21, 147, 75, 20, 23, 10, 7
2015/12/22, 153, 65, 22, 20, 6, 5
2015/12/23, 138, 44, 20, 11, 2, 5
2015/12/24, 88, 39, 19, 14, 2, 7
2015/12/25, 76, 46, 14, 16, 3, 8
2015/12/26, 91, 44, 19, 14, 3, 7
2015/12/27, 98, 44, 22, 8, 2, 4
2015/12/28, 87, 55, 30, 10, 2, 3
2015/12/29, 108, 49, 30, 15, 3, 4
2015/12/30, 96, 54, 27, 10, 3, 4
2015/12/31, 108, , 34, , , 
2015/7/1, 104, 45, 36, 14, 6, 5
2015/7/2, 78, 40, 37, 15, 7, 5
2015/7/3, 75, 41, 29, 12, 4, 5
2015/7/4, 91, 39, 45, 9, 3, 5
2015/7/5, 77, 39, 42, 12, 4, 6
2015/7/6, 77, 37, 39, 10, 4, 6
2015/7/7, 72, 24, 28, 12, 1, 6
2015/7/8, 52, 29, 23, 7, 1, 5
2015/7/9, 60, 48, 33, 15, 9, 5
2015/7/10, 90, 43, 32, 11, 6, 4
2015/7/11, 88, 54, 40, 13, 11, 5
2015/7/12, 113, 57, 42, 15, 7, 5
2015/7/13, 139, 52, 40, 15, 7, 5
2015/7/14, 126, 33, 30, 10, 4, 4
2015/7/15, 80, 32, 26, 12, 5, 4
2015/7/16, 71, 35, 35, 8, 4, 3
2015/7/17, 88, 37, 35, 7, 3, 4
2015/7/18, 88, 35, 29, 8, 4, 3
2015/7/19, 72, 17, 22, 3, 1, 3
2015/7/20, 37, 23, 21, 4, 1, 4
2015/7/21, 45, 22, , 6, 2, 5
2015/7/22, 54, 15, 22, 7, 2, 5
2015/7/23, 44, 19, 18, 8, 3, 5
2015/7/24, 49, 31, 20, 11, 5, 6
2015/7/25, 58, 31, 23, 7, 3, 5
2015/7/26, 58, 34, 24, 8, 4, 5
2015/7/27, 66, 41, 35, 10, 7, 6
2015/7/28, 75, 36, 33, 12, 8, 5
2015/7/29, 66, 40, 28, 12, 10, 4
2015/7/30, 81, 31, 24, 11, 7, 3
2015/7/31, 64, 31, 31, 10, 6, 3
2015/8/1, 63, 44, 37, 13, 10, 3
2015/8/2, 86, 53, 42, 15, 11, 3
2015/8/3, 102, 55, 54, 18, 9, 4
2015/8/4, 104, 43, 40, 17, 7, 3
2015/8/5, 93, 42, 41, 13, 6, 3
2015/8/6, 90, 40, 28, 13, 3, 3
2015/8/7, 67, 27, 19, 4, 1, 2
2015/8/8, 42, 16, 26, 3, 2, 3
2015/8/9, 46, 28, 32, 6, 3, 4
2015/8/10, 65, 21, 27, 7, 3, 4
2015/8/11, 50, 29, 15, 7, 6, 1
2015/8/12, 61, 27, 12, 6, 5, 1
2015/8/13, 59, 24, 15, 5, 4, 4
2015/8/14, 51, 27, 14, 8, 5, 4
2015/8/15, 63, 23, 12, 6, 5, 4
2015/8/16, 60, 41, 28, 13, 7, 6
2015/8/17, 90, 37, 34, 16, 9, 5
2015/8/18, 86, 36, 53, 15, 6, 6
2015/8/19, 90, 47, 49, 16, 6, 5
2015/8/20, 93, 36, 33, 16, 3, 3
2015/8/21, 65, 25, , 11, 1, 3
2015/8/22, 53, 27, 26, 13, 4, 3
2015/8/23, 56, 24, 28, 15, 5, 4
2015/8/24, 62, 45, 36, 18, 12, 6
2015/8/25, 105, 44, 42, 12, 6, 5
2015/8/26, 97, 25, 36, 9, 2, 4
2015/8/27, 64, 26, 28, 11, 3, 4
2015/8/28, 60, 25, 35, 11, 2, 5
2015/8/29, 64, 20, 31, 10, 1, 5
2015/8/30, 56, 36, 30, 14, 2, 6
2015/8/31, 87, 40, 21, 15, 4, 5
2015/9/1, 84, 38, 27, 17, 11, 5
2015/9/2, 86, 44, 25, 16, 14, 6
2015/9/3, 101, 31, 24, 12, 7, 4
2015/9/4, 68, 38, 29, 12, 6, 4
2015/9/5, 85, 43, 39, 16, 8, 5
2015/9/6, 96, 41, 37, 10, 3, 6
2015/9/7, 96, 49, 44, 10, 3, 6
2015/9/8, 107, 34, 39, 8, 3, 4
