date, pm25, pm10, o3, no2, so2, co
2020/8/18, 38, 30, 32, 9, 3, 3
2020/8/19, 60, 40, 28, 7, 3, 4
2020/8/20, 81, 33, 32, 8, 3, 4
2020/8/21, 65, 23, 31, 7, 5, 4
2020/8/22, 40, 32, 44, 7, 4, 5
2020/8/23, 68, 29, 48, 7, 4, 5
2020/8/24, 61, 43, 63, 12, 6, 6
2020/8/25, 87, 27, 49, 7, 3, 4
2020/8/26, 55, 15, 27, 4, 2, 4
2020/8/27, 28, 17, 48, 4, 2, 4
2020/8/28, 42, 30, 80, 5, 4, 5
2020/8/29, 67, 25, 53, 5, 3, 5
2020/8/30, 53, 25, 38, 8, 4, 5
2020/8/31, 51, 40, 66, 13, 6, 6
2020/9/1, 78, 44, 96, 19, 9, 7
2020/9/2, 90, 49, 91, 13, 6, 7
2020/9/3, 101, 39, 72, 2, 2, 5
2020/9/4, 81, 30, 68, 5, 2, 5
2020/9/5, 70, 38, 74, 4, 4, 4
2020/9/6, 75, 31, 56, 5, 3, 4
2020/9/7, 68, 22, 55, 11, 2, 5
2020/9/8, 55, 33, 43, 10, 4, 5
2020/9/9, 73, 24, 35, 7, 5, 5
2020/9/10, 51, 28, 48, 7, 4, 4
2020/9/11, 58, 24, 49, 6, 2, 4
2020/9/12, 57, 39, 58, 9, 3, 5
2020/9/13, 82, 32, 70, 4, 3, 4
2020/9/14, 56, 18, 70, 3, 3, 4
2020/9/15, 40, 28, 76, 8, 4, 5
2020/9/16, 61, 36, 89, 10, 5, 5
2020/9/17, 71, 28, 89, 7, 6, 4
2020/9/18, 52, 21, 43, 4, 3, 4
2020/9/19, 41, 18, 48, 6, 2, 4
2020/9/20, 44, 30, , 5, 3, 5
2020/9/21, 56, 36, 74, 3, 2, 4
2020/9/22, 59, 36, 58, 4, 3, 5
2020/9/23, 63, 37, 42, 7, 2, 5
2020/9/24, 77, 26, 74, 4, 2, 5
2020/9/25, 53, 39, 74, 5, 2, 4
2020/9/26, 65, 17, 43, 5, 2, 4
2020/9/27, 39, 22, 35, 9, 3, 4
2020/9/28, 43, 25, 48, 5, 2, 4
2020/9/29, 42, 20, 38, 7, 2, 4
2020/9/30, 41, 30, 63, 3, 2, 4
2020/4/1, 64, 20, 43, 5, 2, 3
2020/4/2, 53, 19, 35, 9, 2, 3
2020/4/3, 60, 28, 41, 8, 3, 3
2020/4/4, 67, 34, 39, 5, 2, 1
2020/4/5, 73, 35, 41, 18, 2, 2
2020/4/6, 75, 39, 46, 14, 6, 3
2020/4/7, 87, 35, 50, 13, 4, 1
2020/4/8, 60, 45, 74, 14, 5, 2
2020/4/9, 82, 41, 74, 12, 5, 3
2020/4/10, 73, 53, 41, 24, 7, 5
2020/4/11, 108, 25, 47, 6, 3, 4
2020/4/12, 55, 37, 63, 8, 3, 2
2020/4/13, 71, 47, 72, 6, 3, 3
2020/4/14, 86, 49, 70, 13, 7, 4
2020/4/15, 107, 49, 59, 14, 7, 4
2020/4/16, 108, 44, 55, 12, 5, 4
2020/4/17, 82, 40, 38, 13, 5, 5
2020/4/18, 71, 40, 39, 10, 3, 5
2020/4/19, 80, 35, 47, 9, 2, 6
2020/4/20, 75, 30, 47, 8, 2, 5
2020/4/21, 62, 24, 49, 6, 2, 3
2020/4/22, 45, 18, 43, 5, 1, 3
2020/4/23, 47, 22, 47, 5, 2, 2
2020/4/24, 51, 41, 66, 11, 5, 3
2020/4/25, 71, 44, 92, 14, 7, 4
2020/4/26, 88, 44, 73, 19, 6, 4
2020/4/27, 84, 44, 73, 7, 2, 3
2020/4/28, 62, 42, 50, 10, 3, 3
2020/4/29, 68, 44, 83, 14, 5, 4
2020/4/30, 87, 39, 79, 13, 4, 4
2020/5/1, 84, 33, 79, 10, 4, 3
2020/5/2, 73, 33, 46, 11, 5, 4
2020/5/3, 73, 29, 48, 11, 2, 4
2020/5/4, 67, 27, 48, 9, 2, 3
2020/5/5, 57, 28, 39, 10, 3, 3
2020/5/6, 63, 16, 42, 6, 1, 3
2020/5/7, 41, 17, , 6, 2, 3
2020/5/8, 56, 20, 40, 8, 2, 3
2020/5/9, 53, 30, 68, 12, 4, 4
2020/5/10, 66, 24, 77, 6, 2, 7
2020/5/11, 62, 27, 70, 5, 2, 6
2020/5/12, 76, 45, 101, 5, 3, 5
2020/5/13, 80, 43, 81, 9, 5, 4
2020/5/14, 72, 30, 54, 7, 2, 4
2020/5/15, 57, 13, 39, 4, 2, 3
2020/5/16, 30, 22, 40, 6, 3, 3
2020/5/17, 40, 18, 34, 10, 2, 4
2020/5/18, 41, 39, 62, 8, 4, 5
2020/5/19, 73, 42, 49, 8, 3, 4
2020/5/20, 76, 18, 39, 6, 1, 4
2020/5/21, 47, 8, 40, 5, 1, 3
2020/5/22, 21, 19, 53, 9, 3, 4
2020/5/23, 42, 26, 70, 9, 3, 3
2020/5/24, 41, 15, 42, 6, 2, 3
2020/5/25, 25, 18, 35, 7, 2, 3
2020/5/26, 31, 26, 38, 9, 3, 4
2020/5/27, 47, 24, 51, 6, 2, 4
2020/5/28, 49, 32, 46, 5, 3, 4
2020/5/29, 66, 29, 45, 11, 2, 4
2020/5/30, 55, 26, 35, 12, 4, 4
2020/5/31, 41, 24, 27, 10, 3, 4
2020/6/1, 44, 16, 26, 5, 1, 3
2020/6/2, 33, 16, 26, 4, 1, 3
2020/6/3, 20, 19, 32, 5, 2, 3
2020/6/4, 24, 15, 28, 5, 2, 3
2020/6/5, 17, 17, 30, 8, 2, 3
2020/6/6, 22, 19, 30, 7, 2, 3
2020/6/7, 24, 12, 28, 6, 2, 3
2020/6/8, 17, 11, 28, 8, 2, 3
2020/6/9, 23, 19, 30, 9, 3, 4
2020/6/10, 32, 17, 39, 11, 5, 4
2020/6/11, 34, 13, 39, 5, 2, 3
2020/6/12, 24, 17, 28, 5, 1, 3
2020/6/13, 15, 15, 26, 4, 2, 3
2020/6/14, 21, 17, 26, 6, 2, 3
2020/6/15, 19, 19, 34, 5, 2, 3
2020/6/16, 24, 19, 38, 5, 2, 3
2020/6/17, 25, 17, 38, 5, 2, 3
2020/6/18, 18, 20, 44, 5, 2, 3
2020/6/19, 34, 26, 50, 8, 3, 5
2020/6/20, 55, 27, 44, 7, 3, 4
2020/6/21, 51, 25, 48, 6, 3, 4
2020/6/22, 53, 29, 56, 7, 3, 4
2020/6/23, 51, 31, 50, 9, 3, 4
2020/6/24, 59, 20, 38, 5, 2, 3
2020/6/25, 43, 11, 24, 4, 2, 3
2020/6/26, 24, 15, 29, 4, 2, 3
2020/6/27, 26, 15, 36, 5, 3, 4
2020/6/28, 31, 16, 38, 4, 2, 4
2020/6/29, 33, 13, 38, 4, 2, 4
2020/6/30, 22, 11, 29, 6, 3, 5
2020/1/1, 57, 25, 42, 8, 3, 4
2020/1/2, 57, 39, 44, 15, 5, 6
2020/1/3, 77, 35, 45, 14, 5, 5
2020/1/4, 76, 38, 45, 14, 3, 6
2020/1/5, 75, 43, 43, 17, 5, 7
2020/1/6, 99, 38, 37, 17, 5, 8
2020/1/7, 85, 46, 58, 14, 4, 9
2020/1/8, 76, 41, 60, 5, 2, 8
2020/1/9, 78, 46, 57, 12, 5, 5
2020/1/10, 94, 44, 57, 6, 3, 4
2020/1/11, 86, 26, 33, 9, 2, 7
2020/1/12, 59, 30, 58, 5, 2, 4
2020/1/13, 65, 46, 57, 13, 5, 5
2020/1/14, 100, 44, 48, 5, 2, 5
2020/1/15, 101, 27, 46, 8, 2, 5
2020/1/16, 72, 20, 39, 5, 1, 4
2020/1/17, 52, 22, 34, 6, 2, 5
2020/1/18, 53, 22, 49, 5, 2, 5
2020/1/19, 60, 23, 49, 3, 2, 6
2020/1/20, 66, 36, 63, 3, 2, 6
2020/1/21, 90, 51, 63, 22, 5, 9
2020/1/22, 130, 47, 49, 13, 4, 10
2020/1/23, 121, 27, 38, 3, 2, 7
2020/1/24, 71, 40, 39, 4, 3, 4
2020/1/25, 109, 9, 35, 4, 1, 4
2020/1/26, 28, 8, 39, 3, 2, 3
2020/1/27, 26, 11, 33, 3, 1, 2
2020/1/28, 35, 13, 43, 1, 1, 3
2020/1/29, 49, 22, 50, 1, 2, 2
2020/1/30, 71, 30, 53, 2, 2, 2
2020/1/31, 91, 33, 59, 1, 2, 3
2020/2/1, 92, 39, 59, 7, 3, 4
2020/2/2, 107, 39, 45, 8, 3, 3
2020/2/3, 109, 17, 35, 5, 1, 4
2020/2/4, 62, 15, 49, 1, 2, 3
2020/2/5, 49, 24, 45, 1, 1, 3
2020/2/6, 63, 13, 43, 2, 1, 3
2020/2/7, 40, 13, 37, 1, 1, 3
2020/2/8, 41, 16, 44, 1, 1, 3
2020/2/9, 51, 28, 57, 2, 2, 3
2020/2/10, 74, 36, 48, 12, 3, 3
2020/2/11, 90, 47, 46, 17, 3, 6
2020/2/12, 123, 47, 39, 15, 2, 5
2020/2/13, 96, 18, 37, 13, 2, 5
2020/2/14, 57, 16, 35, 14, 2, 6
2020/2/15, 52, 9, 26, 9, 2, 5
2020/2/16, 31, 14, 44, 1, 1, 1
2020/2/17, 34, 20, 52, 1, 2, 1
2020/2/18, 47, 18, 51, 4, 2, 1
2020/2/19, 48, 27, 48, 7, 3, 2
2020/2/20, 60, 25, 52, 12, 3, 1
2020/2/21, 59, 34, 53, 12, 3, 3
2020/2/22, 77, 51, 62, 1, 2, 2
2020/2/23, 79, 54, 56, 12, 3, 4
2020/2/24, 87, 47, 72, 20, 5, 5
2020/2/25, 95, 38, 61, 12, 3, 5
2020/2/26, 91, 25, 55, 2, 1, 4
2020/2/27, 62, 30, 48, 7, 3, 3
2020/2/28, 65, 36, 42, 14, 4, 3
2020/2/29, 79, 31, 40, 13, 3, 4
2020/3/1, 71, 28, 43, 3, 1, 3
2020/3/2, 57, 22, , 2, 2, 2
2020/3/3, 60, 20, 43, 4, 1, 2
2020/3/4, 55, 17, 41, 3, 1, 1
2020/3/5, 43, 22, 50, 4, 2, 1
2020/3/6, 60, 29, 42, 11, 4, 3
2020/3/7, 68, 32, 42, 7, 2, 4
2020/3/8, 76, 31, 36, 8, 2, 4
2020/3/9, 79, 18, 47, 8, 2, 4
2020/3/10, 45, 26, 50, 2, 2, 3
2020/3/11, 53, 20, 47, 12, 1, 4
2020/3/12, 58, 33, 37, 16, 3, 5
2020/3/13, 76, 25, 43, 3, 1, 4
2020/3/14, 62, 40, 56, 2, 2, 3
2020/3/15, 75, 50, 58, 7, 3, 3
2020/3/16, 76, 51, 54, 17, 5, 3
2020/3/17, 85, 51, 51, 19, 5, 6
2020/3/18, 124, 52, 24, 21, 5, 8
2020/3/19, 123, 51, 60, 11, 2, 6
2020/3/20, 90, 56, 45, 14, 4, 4
2020/3/21, 83, 51, 45, 15, 6, 7
2020/3/22, 119, 37, 51, 5, 2, 6
2020/3/23, 76, 32, 56, 5, 3, 4
2020/3/24, 62, 37, 47, 13, 4, 4
2020/3/25, 67, 28, 43, 14, 3, 5
2020/3/26, 65, 28, 33, 15, 4, 5
2020/3/27, 62, 20, 36, 3, 1, 3
2020/3/28, 44, 21, 33, 4, 2, 2
2020/3/29, 44, , , , , 
2019/10/1, 62, 50, 81, 9, 9, 7
2019/10/2, 120, 48, 66, 5, 4, 7
2019/10/3, 126, 42, 68, 6, 7, 7
2019/10/4, 109, 41, 80, 6, 3, 6
2019/10/5, 92, 42, 55, 4, 1, 5
2019/10/6, 78, 37, 55, 4, 2, 5
2019/10/7, 78, 48, 67, 7, 4, 6
2019/10/8, 98, 42, 61, 5, 1, 6
2019/10/9, 90, 31, 76, 5, 2, 6
2019/10/10, 69, 44, 94, 7, 4, 6
2019/10/11, 98, 39, 87, 6, 3, 6
2019/10/12, 91, 44, 67, 5, 1, 7
2019/10/13, 91, 32, 58, 5, 2, 4
2019/10/14, 71, 31, 42, 4, 2, 2
2019/10/15, 48, 37, 54, 4, 3, 2
2019/10/16, 62, 33, 67, 5, 3, 2
2019/10/17, 60, 36, 73, 4, 2, 3
2019/10/18, 72, 45, 80, 4, 3, 4
2019/10/19, 84, 38, 78, 4, 3, 3
2019/10/20, 74, 41, 85, 4, 3, 4
2019/10/21, 79, 38, 71, 5, 3, 3
2019/10/22, 74, 40, 61, 6, 3, 4
2019/10/23, 80, 42, 66, 6, 4, 4
2019/10/24, 86, 43, 82, 4, 4, 4
2019/10/25, 83, 46, 76, 5, 4, 4
2019/10/26, 90, 48, 55, 6, 4, 5
2019/10/27, 100, 32, 53, 9, 5, 6
2019/10/28, 70, 27, 56, 8, 3, 6
2019/10/29, 52, 88, 73, 6, 4, 4
2019/10/30, 123, 62, 66, 7, 3, 4
2019/10/31, 88, 51, 64, 7, 3, 4
2019/11/1, 68, 35, 55, 6, 2, 3
2019/11/2, 56, 60, 75, 7, 2, 5
2019/11/3, 94, 61, 76, 4, 2, 4
2019/11/4, 92, 49, 70, 4, 1, 4
2019/11/5, 81, 38, , 4, 1, 4
2019/11/6, 70, 43, 59, 9, 2, 4
2019/11/7, 74, 40, 66, 4, 1, 4
2019/11/8, 74, 47, 74, 5, 1, 4
2019/11/9, 81, 33, 62, 7, 2, 4
2019/11/10, 61, 50, 79, 16, 8, 6
2019/11/11, 102, 51, 92, 9, 3, 6
2019/11/12, 97, 64, 85, 14, 6, 7
2019/11/13, 108, 63, 67, 6, 3, 6
2019/11/14, 99, 45, 62, 6, 1, 4
2019/11/15, 64, 43, 49, 13, 5, 5
2019/11/16, 74, 47, 60, 16, 6, 5
2019/11/17, 84, 61, 62, 13, 7, 7
2019/11/18, 109, 57, 50, 5, 2, 5
2019/11/19, 74, 46, 42, 3, 1, 3
2019/11/20, 62, 38, 41, 7, 2, 3
2019/11/21, 60, 44, 37, 16, 6, 5
2019/11/22, 77, 21, 38, 8, 3, 4
2019/11/23, 46, 29, 41, 12, 3, 4
2019/11/24, 63, 39, 46, 5, 2, 3
2019/11/25, 59, 23, 36, 5, 1, 3
2019/11/26, 50, 28, 34, 7, 2, 3
2019/11/27, 54, 29, 29, 9, 3, 3
2019/11/28, 55, 29, 46, 7, 2, 7
2019/11/29, 60, 38, 40, 16, 4, 4
2019/11/30, 67, 43, 57, 18, 6, 6
2019/12/1, 92, 28, 43, 7, 2, 6
2019/12/2, 63, 49, 44, 6, 4, 5
2019/12/3, 87, 45, 48, 5, 3, 4
2019/12/4, 77, 31, 46, 7, 2, 5
2019/12/5, 71, 18, 38, 9, 2, 4
2019/12/6, 54, 26, 38, 6, 3, 3
2019/12/7, 57, 32, 45, 6, 3, 3
2019/12/8, 65, 48, 45, 16, 6, 4
2019/12/9, 89, 53, 44, 18, 7, 5
2019/12/10, 113, 30, 49, 12, 5, 4
2019/12/11, 68, 55, 54, 7, 3, 3
2019/12/12, 88, 44, 50, 10, 4, 3
2019/12/13, 72, 55, 46, 15, 6, 6
2019/12/14, 102, 40, 47, 10, 4, 4
2019/12/15, 75, 45, 46, 16, 5, 6
2019/12/16, 89, 51, 39, 28, 9, 8
2019/12/17, 114, 54, 42, 17, 4, 9
2019/12/18, 114, 30, 37, 9, 3, 8
2019/12/19, 61, 18, 32, 8, 2, 5
2019/12/20, 41, 16, 27, 12, 2, 4
2019/12/21, 50, 22, 30, 9, 3, 5
2019/12/22, 60, 26, 43, 7, 2, 5
2019/12/23, 58, 36, 41, 12, 4, 6
2019/12/24, 79, 22, 32, 10, 3, 5
2019/12/25, 52, 31, 46, 14, 3, 7
2019/12/26, 82, 35, 34, 9, 2, 7
2019/12/27, 69, 39, 38, 9, 3, 4
2019/12/28, 73, 51, 32, 24, 6, 7
2019/12/29, 117, , , , , 
2019/7/1, 41, 21, 31, 7, 2, 3
2019/7/2, 53, 10, 24, 4, 2, 3
2019/7/3, 28, 17, 19, 5, 2, 3
2019/7/4, 38, 26, 25, 4, 2, 3
2019/7/5, 51, 29, 29, 6, 2, 3
2019/7/6, 58, 28, 28, 4, 2, 3
2019/7/7, 56, 26, 27, 4, 2, 3
2019/7/8, 53, 31, 28, 4, 2, 3
2019/7/9, 62, 20, 20, 4, 1, 3
2019/7/10, 49, 15, 24, 5, 2, 3
2019/7/11, 40, 26, 28, 4, 2, 3
2019/7/12, 54, 33, 27, 4, 2, 3
2019/7/13, 66, 35, 28, 4, 2, 3
2019/7/14, 67, 34, 30, 6, 2, 4
2019/7/15, 72, 36, 38, 7, 3, 4
2019/7/16, 84, 30, 29, 5, 2, 3
2019/7/17, 62, 17, 31, 4, 1, 2
2019/7/18, 31, 35, 48, 7, 4, 4
2019/7/19, 70, 41, 44, 13, 4, 4
2019/7/20, 86, 25, 40, 7, 2, 3
2019/7/21, 56, 22, 29, 9, 3, 3
2019/7/22, 55, 20, 21, 8, 3, 3
2019/7/23, 48, 22, 29, 5, 3, 3
2019/7/24, 55, 22, 29, 5, 3, 3
2019/7/25, 55, 30, 40, 12, 5, 4
2019/7/26, 66, 38, 56, 12, 4, 4
2019/7/27, 73, 21, 48, 8, 3, 3
2019/7/28, 49, 20, 35, 7, 4, 2
2019/7/29, 48, 26, 32, 10, 5, 3
2019/7/30, 58, 32, 38, 9, 4, 3
2019/7/31, 69, 13, 30, 4, 2, 2
2019/8/1, 33, 16, 38, 5, 2, 3
2019/8/2, 38, 20, 30, 4, 2, 3
2019/8/3, 41, 26, 44, 7, 3, 3
2019/8/4, 55, 23, 34, 6, 2, 3
2019/8/5, 45, 19, 30, 4, 2, 2
2019/8/6, 35, 32, 34, 4, 2, 2
2019/8/7, 71, 24, 29, 6, 2, 2
2019/8/8, 47, 27, 34, 9, 6, 3
2019/8/9, 49, 35, 42, 3, 2, 3
2019/8/10, 69, 31, 47, 8, 2, 5
2019/8/11, 78, 38, 58, 9, 5, 7
2019/8/12, 83, 38, 52, 11, 5, 7
2019/8/13, 85, 43, 57, 11, 6, 8
2019/8/14, 97, 32, 50, 8, 5, 7
2019/8/15, 76, 30, 49, 10, 4, 6
2019/8/16, 66, 36, 62, 8, 4, 5
2019/8/17, 78, 25, 49, 7, 3, 5
2019/8/18, 54, 27, 45, 5, 2, 5
2019/8/19, 63, 26, 44, 4, 1, 5
2019/8/20, 66, 35, 55, 7, 2, 6
2019/8/21, 83, 26, 59, 5, 3, 5
2019/8/22, 70, 24, 32, 5, 3, 5
2019/8/23, 43, 20, 22, 3, 1, 3
2019/8/24, 24, 20, 24, 2, 1, 4
2019/8/25, 26, 19, 21, 3, 2, 4
2019/8/26, 36, 23, 23, 8, 4, 5
2019/8/27, 50, 30, 53, 6, 4, 5
2019/8/28, 56, 19, 42, 5, 3, 4
2019/8/29, 37, 19, 34, 3, 3, 4
2019/8/30, 44, 27, 50, 3, 3, 5
2019/8/31, 62, 19, 45, 3, 1, 4
2019/9/1, 41, 23, 43, 8, 3, 4
2019/9/2, 47, 23, 35, 9, 3, 4
2019/9/3, 41, 15, 30, 3, 1, 3
2019/9/4, 29, 15, 30, 4, 1, 4
2019/9/5, 33, 30, 50, 11, 5, 6
2019/9/6, 67, 29, 62, 10, 5, 6
2019/9/7, 66, 34, 84, 9, 6, 6
2019/9/8, 81, 29, 64, 6, 2, 5
2019/9/9, 74, 22, 54, 6, 1, 5
2019/9/10, 63, 31, 47, 7, 2, 5
2019/9/11, 63, 20, 42, 4, 1, 4
2019/9/12, 41, 20, 41, 4, 1, 4
2019/9/13, 51, 36, 55, 4, 2, 5
2019/9/14, 77, 30, 61, 4, 1, 5
2019/9/15, 61, 37, 57, 5, 1, 6
2019/9/16, 77, 40, 70, 3, 1, 5
2019/9/17, 69, 44, 67, 4, 1, 5
2019/9/18, 73, 42, 58, 4, 1, 4
2019/9/19, 62, 41, 60, 5, 1, 4
2019/9/20, 67, 46, 58, 13, 7, 5
2019/9/21, 82, 39, 70, 7, 3, 4
2019/9/22, 73, 32, 78, 4, 1, 4
2019/9/23, 65, 42, 71, 3, 1, 4
2019/9/24, 76, 40, 84, 3, 2, 4
2019/9/25, 77, 41, 61, 4, 2, 5
2019/9/26, 83, 42, 69, 5, 2, 5
2019/9/27, 85, 34, 71, 5, 1, 5
2019/9/28, 69, 32, 78, 6, 2, 5
2019/9/29, 62, 20, 42, 5, 2, 4
2019/9/30, 35, 29, 63, 7, 6, 5
2019/4/1, 67, 40, 45, 12, 3, 6
2019/4/2, 71, 42, 45, 11, 4, 8
2019/4/3, 73, 16, 42, 13, 4, 7
2019/4/4, 40, 22, 47, 16, 4, 6
2019/4/5, 59, 31, 51, 15, 4, 5
2019/4/6, 85, 48, 59, 19, 5, 6
2019/4/7, 125, 32, 50, 18, 4, 5
2019/4/8, 89, 27, 37, 15, 4, 4
2019/4/9, 68, 41, 35, 19, 5, 5
2019/4/10, 92, 20, 31, 15, 2, 5
2019/4/11, 51, 27, 40, 11, 2, 5
2019/4/12, 63, 31, 44, 20, 2, 4
2019/4/13, 77, 39, 46, 26, 4, 6
2019/4/14, 102, 46, 72, 8, 3, 5
2019/4/15, 96, 35, 56, 20, 4, 4
2019/4/16, 83, 45, 58, 24, 4, 7
2019/4/17, 108, 46, 106, 26, 7, 6
2019/4/18, 97, 30, 65, 28, 2, 7
2019/4/19, 89, 29, 35, 29, 2, 7
2019/4/20, 84, 19, 31, 27, 5, 5
2019/4/21, 59, 28, 34, 17, 4, 4
2019/4/22, 69, 36, 45, 14, 7, 5
2019/4/23, 81, 43, 39, 9, 5, 3
2019/4/24, 84, 43, 42, 11, 4, 3
2019/4/25, 93, 32, 54, 8, 3, 3
2019/4/26, 76, 31, 47, 6, 3, 3
2019/4/27, 72, 26, 62, 5, 5, 2
2019/4/28, 64, 34, 57, 13, 6, 3
2019/4/29, 78, 28, 39, 9, 3, 2
2019/4/30, 64, 17, 31, 8, 2, 4
2019/5/1, 46, 57, 55, 8, 4, 3
2019/5/2, 118, 53, 72, 5, 4, 1
2019/5/3, 78, 42, 65, 7, 3, 1
2019/5/4, 62, 35, 53, 8, 3, 2
2019/5/5, 75, 16, 47, 5, 1, 1
2019/5/6, 43, 31, 52, 4, 3, 1
2019/5/7, 61, 26, 46, 16, 3, 1
2019/5/8, 60, 27, 38, 16, 2, 3
2019/5/9, 69, 42, 61, 7, 5, 4
2019/5/10, 84, 41, 71, 9, 6, 5
2019/5/11, 90, 40, 74, 8, 6, 4
2019/5/12, 86, 40, 58, 12, 6, 5
2019/5/13, 92, 37, 49, 13, 5, 5
2019/5/14, 90, 30, 43, 5, 4, 5
2019/5/15, 83, 27, 38, 13, 5, 5
2019/5/16, 81, 28, 30, 10, 3, 6
2019/5/17, 76, 35, 35, 17, 6, 7
2019/5/18, 94, 30, 31, 5, 2, 5
2019/5/19, 74, 28, 38, 7, 2, 5
2019/5/20, 76, 59, 65, 6, 3, 5
2019/5/21, 97, 61, 63, 7, 5, 6
2019/5/22, 101, 40, 66, 12, 3, 5
2019/5/23, 85, 43, 59, 12, 3, 5
2019/5/24, 87, 44, 53, 14, 5, 6
2019/5/25, 106, 29, 36, 7, 3, 5
2019/5/26, 76, 16, 30, 13, 2, 5
2019/5/27, 45, 25, 32, 10, 4, 5
2019/5/28, 59, 28, 44, 4, 3, 4
2019/5/29, 60, 37, 68, 5, 5, 5
2019/5/30, 67, 33, 66, 11, 5, 5
2019/5/31, 70, 21, 42, 6, 3, 5
2019/6/1, 61, 21, 35, 8, 3, 5
2019/6/2, 60, 18, 26, 11, 2, 5
2019/6/3, 53, 23, 24, 9, 4, 5
2019/6/4, 64, 23, 26, 7, 2, 5
2019/6/5, 61, 19, 22, 5, 2, 4
2019/6/6, 53, 28, 23, 9, 5, 5
2019/6/7, 66, 24, 28, 7, 2, 4
2019/6/8, 61, 23, 24, 8, 2, 5
2019/6/9, 57, 25, 23, 14, 5, 6
2019/6/10, 64, 25, 31, 8, 3, 6
2019/6/11, 62, 28, 45, 6, 2, 5
2019/6/12, 76, 22, 36, 9, 1, 5
2019/6/13, 67, 22, 40, 10, 3, 5
2019/6/14, 63, 26, 74, 3, 3, 3
2019/6/15, 59, 44, 91, 6, 5, 4
2019/6/16, 97, 31, 67, 5, 4, 3
2019/6/17, 71, 19, 37, 6, 3, 3
2019/6/18, 58, 18, 27, 6, 2, 3
2019/6/19, 51, 25, 36, 7, 3, 4
2019/6/20, 58, 24, 33, 7, 3, 3
2019/6/21, 55, 24, 33, 6, 2, 3
2019/6/22, 49, 22, 31, 6, 2, 3
2019/6/23, 49, 13, 31, 10, 1, 4
2019/6/24, 46, 16, 22, 12, 1, 5
2019/6/25, 46, 19, 32, 10, 1, 4
2019/6/26, 61, 24, 41, 8, 3, 4
2019/6/27, 69, 21, 32, 5, 2, 4
2019/6/28, 60, 22, 28, 7, 2, 3
2019/6/29, 61, 20, 26, 6, 3, 3
2019/6/30, 50, 17, 34, 9, 4, 3
2019/1/1, 36, 13, 22, 7, 2, 5
2019/1/2, 39, 14, 19, 10, , 6
2019/1/3, 47, 31, 17, 17, 4, 8
2019/1/4, 72, 33, 11, 15, 3, 8
2019/1/5, 72, 30, 12, 13, 3, 10
2019/1/6, 64, 25, 15, 13, 3, 9
2019/1/7, 58, 39, 16, 16, 4, 10
2019/1/8, 75, 27, 21, 10, 3, 10
2019/1/9, 53, 35, 31, 15, 4, 9
2019/1/10, 80, 37, 28, 12, 3, 6
2019/1/11, 82, 29, 26, 10, 2, 6
2019/1/12, 59, 35, 28, 10, 3, 9
2019/1/13, 69, 33, 31, 7, 3, 8
2019/1/14, 74, 38, 28, 12, 2, 7
2019/1/15, 90, 23, 30, 8, 2, 8
2019/1/16, 51, 41, 37, 8, 3, 9
2019/1/17, 82, 48, 41, 7, 3, 5
2019/1/18, 86, 56, 40, 17, 4, 5
2019/1/19, 111, 61, 38, 16, 4, 7
2019/1/20, 130, 52, 34, 7, 3, 9
2019/1/21, 121, 56, 37, 9, 3, 10
2019/1/22, 127, 55, 46, 8, 3, 7
2019/1/23, 124, 56, 48, 9, 3, 6
2019/1/24, 124, 54, 47, 13, 3, 6
2019/1/25, 121, 57, 44, 5, 3, 5
2019/1/26, 119, 40, 41, 5, 2, 3
2019/1/27, 85, 37, 39, 10, 3, 5
2019/1/28, 75, 34, 40, 11, 3, 5
2019/1/29, 74, 46, 37, 15, 3, 8
2019/1/30, 100, 44, 32, 12, 3, 7
2019/1/31, 103, 28, 35, 4, , 5
2019/2/1, 61, 38, 33, 9, 3, 6
2019/2/2, 89, 51, 31, 10, 3, 8
2019/2/3, 107, 31, , 5, 2, 7
2019/2/4, 85, 74, 33, 6, 3, 9
2019/2/5, 169, 57, 35, 8, 3, 9
2019/2/6, 149, 45, 34, 9, 2, 7
2019/2/7, 116, 18, 31, 3, 2, 6
2019/2/8, 56, 16, 29, 5, 2, 5
2019/2/9, 49, 13, 30, 4, 2, 5
2019/2/10, 39, 17, 32, 4, 2, 5
2019/2/11, 54, 11, 35, 5, 2, 5
2019/2/12, 36, 23, 33, 4, 2, 6
2019/2/13, 65, 19, 32, 5, 2, 5
2019/2/14, 52, 22, 37, 9, 2, 5
2019/2/15, 57, 20, 31, 7, 2, 5
2019/2/16, 56, 15, 30, 5, 2, 5
2019/2/17, 44, 16, 29, 8, , 4
2019/2/18, 50, 29, 28, 13, , 6
2019/2/19, 75, 28, 27, 10, 2, 6
2019/2/20, 78, 22, 26, 5, 2, 6
2019/2/21, 63, 14, 34, 4, 2, 5
2019/2/22, 47, 26, 35, 6, , 7
2019/2/23, 63, 11, 32, 7, 2, 6
2019/2/24, 36, 23, 36, 6, 3, 7
2019/2/25, 65, 33, 37, 5, 2, 5
2019/2/26, 79, 35, 38, 6, 3, 5
2019/2/27, 81, 40, 36, 6, 2, 6
2019/2/28, 91, 27, 36, 6, 3, 5
2019/3/1, 63, 35, 38, 9, 3, 6
2019/3/2, 86, 24, 33, 10, 3, 5
2019/3/3, 71, 29, 35, 6, 2, 7
2019/3/4, 78, 30, 36, 14, 3, 6
